Step,Latitude,Longitude,VelocityU,VelocityV,DistanceToShore
3410,59.1509,5.19284,0.0956821,-0.0162695,101.055
3411,59.1509,5.19284,0.0985133,-0.0141634,101.055
3412,59.1509,5.19284,0.101344,-0.0120576,101.055
3413,59.1509,5.19284,0.102928,-0.0120909,101.055
3414,59.1509,5.19284,0.104262,-0.0125523,101.055
3415,59.1509,5.19284,0.105596,-0.013014,101.055
3416,59.1509,5.19284,0.102657,-0.0114206,101.055
3417,59.1509,5.19284,0.0988639,-0.00941608,101.055
3418,59.1509,5.19284,0.0950707,-0.0074114,101.055
3419,59.1509,5.19284,0.0871895,-0.00533327,101.055
3420,59.1509,5.19284,0.0784905,-0.00324008,101.055
3421,59.1509,5.19284,0.0697913,-0.00114663,101.055
3422,59.1509,5.19284,0.0687537,-0.00345505,101.055
3423,59.1509,5.19284,0.0692482,-0.00664393,101.055
3424,59.1509,5.19284,0.0697427,-0.00983283,101.055
3425,59.1509,5.19284,0.0683723,-0.0078102,101.055
3426,59.1509,5.19284,0.0666291,-0.00474545,101.055
3427,59.1509,5.19284,0.064886,-0.00168086,101.055
3428,59.1509,5.19284,0.0583258,-0.00281268,101.055
3429,59.1509,5.19284,0.0508022,-0.00478389,101.055
3430,59.1509,5.19284,0.0432787,-0.00675517,101.055
3431,59.1509,5.19284,0.0408038,-0.0112844,101.055
3432,59.1509,5.19284,0.0393384,-0.016325,101.055
3433,59.1509,5.19284,0.0378729,-0.0213652,101.055
3434,59.1509,5.19284,0.0342291,-0.0184176,101.055
3435,59.1509,5.19284,0.0301495,-0.0138725,101.055
3436,59.1509,5.19284,0.0260697,-0.00932733,101.055
3437,59.1509,5.19284,0.0234049,-0.00858038,101.055
3438,59.1509,5.19284,0.0210232,-0.00859333,101.055
3439,59.1509,5.19284,0.0186418,-0.0086066,101.055
3440,59.1509,5.19284,0.0223355,-0.010778,101.055
3441,59.1509,5.19284,0.0272443,-0.013381,101.055
3442,59.1509,5.19284,0.0321532,-0.0159839,101.055
3443,59.1509,5.19284,0.0417744,-0.00937652,101.055
3444,59.1509,5.19284,0.0523378,-0.000926892,101.055
3445,59.1509,5.19284,0.0629009,0.00752296,101.055
3446,59.1509,5.19284,0.0663176,0.00843468,101.055
3447,59.1509,5.19284,0.0683049,0.00783873,101.055
3448,59.1509,5.19284,0.070292,0.00724275,101.055
3449,59.1509,5.19284,0.0710761,0.0108724,101.055
3450,59.1509,5.19284,0.0716198,0.0153471,101.055
3451,59.1509,5.19284,0.0721636,0.0198216,101.055
3452,59.1509,5.19284,0.0633658,0.0316474,101.055
3453,59.1509,5.19284,0.0526997,0.0449433,101.055
3454,59.1509,5.19284,0.0420337,0.058239,101.055
3455,59.1509,5.19284,0.0350351,0.0582356,101.055
3456,59.1509,5.19284,0.0287699,0.0555723,101.055
3457,59.1509,5.19284,0.0225046,0.0529092,101.055
3458,59.1509,5.19284,0.0187828,0.0478394,101.055
3459,59.1509,5.19284,0.0155697,0.0422883,101.055
3460,59.1509,5.19284,0.0123565,0.0367373,101.055
3461,59.1509,5.19284,0.0188083,0.032558,101.055
3462,59.1509,5.19284,0.0271933,0.0286531,101.055
3463,59.1509,5.19284,0.0355784,0.024748,101.055
3464,59.1509,5.19284,0.0410308,0.0204475,101.055
3465,59.1509,5.19284,0.0458968,0.0160679,101.055
3466,59.1509,5.19284,0.0507629,0.0116882,101.055
3467,59.1509,5.19284,0.0542198,0.0110912,101.055
3468,59.1509,5.19284,0.0573948,0.0112508,101.055
3469,59.1509,5.19284,0.0605696,0.0114104,101.055
3470,59.1509,5.19284,0.0634977,0.0129952,101.055
3471,59.1509,5.19284,0.0663763,0.0148651,101.055
3472,59.1509,5.19284,0.0692548,0.016735,101.055
3473,59.1509,5.19284,0.0665986,0.0166241,101.055
3474,59.1509,5.19284,0.0628355,0.0161171,101.055
3475,59.1509,5.19284,0.0590725,0.0156101,101.055
3476,59.1509,5.19284,0.0512902,0.0236584,101.055
3477,59.1509,5.19284,0.0427041,0.033418,101.055
3478,59.1509,5.19284,0.034118,0.0431775,101.055
3479,59.1509,5.19284,0.0246404,0.0585192,101.055
3480,59.1509,5.19284,0.0149845,0.0749775,101.055
3481,59.1509,5.19284,0.00532853,0.0914358,101.055
3482,59.1509,5.19284,0.00335676,0.0925235,101.055
3483,59.1509,5.19284,0.00292166,0.0905372,101.055
3484,59.1509,5.19284,0.00248641,0.0885509,101.055
3485,59.1509,5.19284,0.00339007,0.0852678,101.055
3486,59.1509,5.19284,0.00456158,0.0817253,101.055
3487,59.1509,5.19284,0.00573323,0.0781827,101.055
3488,59.1509,5.19284,0.00771752,0.0764933,101.055
3489,59.1509,5.19284,0.00986452,0.0751744,101.055
3490,59.1509,5.19284,0.0120117,0.0738555,101.055
3491,59.1509,5.19284,0.0138496,0.0700927,101.055
3492,59.1509,5.19284,0.0156255,0.0658412,101.055
3493,59.1509,5.19284,0.0174013,0.0615898,101.055
3494,59.1509,5.19284,0.0188179,0.0571443,101.055
3495,59.1509,5.19284,0.0201623,0.0526603,101.055
3496,59.1509,5.19284,0.0215064,0.0481763,101.055
3497,59.1509,5.19284,0.0216142,0.0464476,101.055
3498,59.1509,5.19284,0.0214747,0.0452697,101.055
3499,59.1509,5.19284,0.0213351,0.0440918,101.055
3500,59.1509,5.19284,0.0189505,0.0493408,101.055
3501,59.1509,5.19284,0.0161172,0.0558751,101.055
3502,59.1509,5.19284,0.0132841,0.0624092,101.055
3503,59.1509,5.19284,0.0126153,0.0632412,101.055
3504,59.1509,5.19284,0.0123794,0.0629327,101.055
3505,59.1509,5.19284,0.0121435,0.0626244,101.055
3506,59.1509,5.19284,0.0103376,0.0623859,101.055
3507,59.1509,5.19284,0.00821765,0.0621617,101.055
3508,59.1509,5.19284,0.00609739,0.0619378,101.055
3509,59.1509,5.19284,0.00573311,0.0596312,101.055
3510,59.1509,5.19284,0.00571995,0.0569079,101.055
3511,59.1509,5.19284,0.00570678,0.0541846,101.055
3512,59.1509,5.19285,0.000373052,0.0561222,100.134
3513,59.1509,5.19258,-0.00604214,0.0590234,129.939
3514,59.1509,5.19203,-0.012485,0.0619554,191.331
3515,59.1509,5.19118,-0.0192115,0.0642854,285.464
3516,59.1509,5.19004,-0.0260219,0.0665219,412.255
3517,59.1509,5.18861,-0.0328707,0.0687914,571.327
3518,59.1509,5.18682,-0.041536,0.0680793,770.584
3519,59.1509,5.18465,-0.0506439,0.0668119,940.449
3520,59.1509,5.18213,-0.0598576,0.0655953,988.154
3521,59.1509,5.17942,-0.0650716,0.066588,827.222
3522,59.1509,5.17656,-0.0695382,0.0680673,567.769
3523,59.1509,5.17357,-0.0740771,0.0696016,375.388
3524,59.1509,5.17041,-0.0792608,0.0714267,494.14
3525,59.1509,5.1671,-0.0846358,0.0733492,761.056
3526,59.1509,5.16363,-0.0900915,0.0753233,1105.45
3527,59.1509,5.16012,-0.0925003,0.0749206,1475.29
3528,59.1509,5.1566,-0.0942999,0.0740582,1855.13
3529,59.1509,5.15307,-0.0961079,0.073218,2239.91
3530,59.1509,5.14955,-0.0974344,0.0726313,2625.85
3531,59.1509,5.14604,-0.0986777,0.0720965,3011.97
3532,59.1509,5.14254,-0.0999362,0.0715658,3397.91
3533,59.1509,5.13903,-0.101936,0.0714311,3786.29
3534,59.1509,5.13548,-0.104137,0.0713764,4178.15
3535,59.1509,5.13187,-0.106407,0.0713296,4577.94
3536,59.1509,5.12816,-0.109428,0.0727926,4989.27
3537,59.1527,5.12447,-0.112309,0.0743031,5412.35
3538,59.1552,5.12074,-0.114778,0.075179,5857.49
3539,59.1577,5.11687,-0.118848,0.0773415,6325.61
3540,59.1603,5.11286,-0.123229,0.0797387,6813.87
3541,59.163,5.10872,-0.127601,0.0821122,7330.48
3542,59.1656,5.10445,-0.131445,0.0811717,7803.92
3543,59.1682,5.10006,-0.135126,0.0795574,7634.63
3544,59.1707,5.09558,-0.138742,0.0779309,7190.82
3545,59.173,5.09125,-0.134489,0.0721085,6790.78
3546,59.1751,5.0871,-0.128747,0.0654955,6441.05
3547,59.177,5.08315,-0.123079,0.0589295,6140.47
3548,59.1787,5.07937,-0.117298,0.054666,5883.08
3549,59.1804,5.07579,-0.111493,0.05088,5665.93
3550,59.1819,5.07237,-0.105692,0.0471143,5482.91
3551,59.1834,5.06897,-0.105043,0.0471297,5312.56
3552,59.185,5.06556,-0.105442,0.047932,5155.23
3553,59.1866,5.06215,-0.105855,0.0487698,5022.09
3554,59.1878,5.05647,-0.102082,0.0493067,5020.29
3555,59.189,5.05133,-0.0972705,0.0498253,5081.16
3556,59.1906,5.04837,-0.0920822,0.0503663,5041.78
3557,59.1919,5.04394,-0.0885475,0.0514202,5027.64
3558,59.1932,5.0398,-0.0852453,0.0526063,5038.63
3559,59.1945,5.03594,-0.0818931,0.0538286,5080.88
3560,59.1962,5.0335,-0.0761534,0.052427,5046.09
3561,59.1978,5.03126,-0.0699649,0.0505082,5018.72
3562,59.1994,5.02922,-0.063763,0.0485927,5011.86
3563,59.201,5.0273,-0.0595721,0.0489309,5002.96
3564,59.2022,5.02482,-0.0558767,0.0497538,5086.98
3565,59.2038,5.02314,-0.052077,0.0505486,5089.91
3566,59.2054,5.0215,-0.0507547,0.0500299,5104.52
3567,59.207,5.01988,-0.049924,0.049251,5130.6
3568,59.2086,5.01831,-0.0490893,0.048475,5167.86
3569,59.2101,5.01684,-0.0458836,0.0463096,5209.32
3570,59.2115,5.01549,-0.0421981,0.0438672,5256.37
3571,59.2128,5.01426,-0.0385055,0.0414257,5303.04
3572,59.2141,5.01318,-0.0340067,0.0387216,5344.9
3573,59.2152,5.01225,-0.0293436,0.0359715,5383.47
3574,59.2163,5.01146,-0.024677,0.0332279,5417.03
3575,59.2173,5.01075,-0.022162,0.0313433,5446.52
3576,59.2182,5.01011,-0.0200726,0.029631,5472.94
3577,59.2191,5.00953,-0.0179787,0.0279202,5499.28
3578,59.22,5.009,-0.0166118,0.0264437,5527.37
3579,59.2208,5.0085,-0.015387,0.0250151,5553.36
3580,59.2216,5.00805,-0.0141587,0.0235879,5577.2
3581,59.2223,5.00762,-0.0132944,0.0224052,5599.75
3582,59.223,5.00722,-0.012502,0.0212717,5621.52
3583,59.2236,5.00684,-0.011708,0.0201385,5647.12
3584,59.2242,5.00649,-0.0109428,0.0190905,5670.99
3585,59.2248,5.00617,-0.0101814,0.0180593,5693.23
3586,59.2254,5.00587,-0.00941758,0.0170275,5712.78
3587,59.2259,5.00567,-0.00656754,0.0169367,5722.16
3588,59.2265,5.00558,-0.00330234,0.0170316,5720.02
3589,59.227,5.00558,-4.18491e-05,0.0171238,5707.4
3590,59.2275,5.00561,0.000756203,0.0163863,5696.79
3591,59.228,5.00564,0.00106522,0.0154854,5686.09
3592,59.2285,5.00569,0.00137677,0.014587,5675.01
3593,59.229,5.00571,0.000835151,0.0137111,5666.34
3594,59.2294,5.00571,0.00012373,0.0128402,5660.55
3595,59.2298,5.00569,-0.000586727,0.0119702,5657.57
3596,59.2301,5.00566,-0.000895037,0.0112398,5655.92
3597,59.2305,5.00562,-0.00112267,0.0105376,5655.43
3598,59.2308,5.00558,-0.00134991,0.0098358,5656
3599,59.2311,5.00553,-0.00149792,0.00927424,5657.38
3600,59.2313,5.00548,-0.00162932,0.00874065,5660.37
3601,59.2316,5.00542,-0.00175988,0.00820707,5665.54
3602,59.2319,5.00536,-0.0018681,0.007732,5671.14
3603,59.2321,5.00529,-0.00197202,0.00726899,5677.22
3604,59.2323,5.00523,-0.00207617,0.00680646,5683.73
3605,59.2325,5.00516,-0.00215878,0.0063825,5690.61
3606,59.2327,5.00508,-0.00223725,0.00596669,5697.79
3607,59.2329,5.005,-0.0023161,0.00555143,5706.08
3608,59.2331,5.00486,-0.00403371,0.00591066,5720.61
3609,59.2333,5.00466,-0.00608473,0.0064264,5742.42
3610,59.2335,5.00437,-0.00814438,0.00694466,5772.85
3611,59.2339,5.00393,-0.0131121,0.0105435,5820.84
3612,59.2344,5.0033,-0.0186676,0.0147473,5888.23
3613,59.235,5.0025,-0.0242316,0.0189343,5973.94
3614,59.2357,5.00161,-0.0271844,0.0207982,6072.24
3615,59.2364,5.00065,-0.0296251,0.0222011,6182.88
3616,59.2372,4.9996,-0.0320792,0.0236062,6302.65
3617,59.238,4.99844,-0.0351658,0.0245765,6433.59
3618,59.2388,4.99719,-0.0383907,0.0254632,6576.07
3619,59.2397,4.99585,-0.0416307,0.0263546,6728.55
3620,59.2405,4.99457,-0.0399532,0.0252943,6879.74
3621,59.2412,4.99337,-0.0372837,0.0238463,7020.49
3622,59.242,4.99227,-0.0346056,0.0224012,7150.79
3623,59.2427,4.99126,-0.0315795,0.0215528,7269.67
3624,59.2433,4.99035,-0.028475,0.0208308,7377
3625,59.244,4.98954,-0.0253605,0.0201156,7474.77
3626,59.2446,4.9888,-0.0230021,0.0198873,7566.8
3627,59.2453,4.98814,-0.020786,0.0197552,7650.63
3628,59.2459,4.98754,-0.0185607,0.0196225,7726.52
3629,59.2465,4.98701,-0.0168321,0.0194581,7795.99
3630,59.2472,4.98652,-0.0151996,0.0192871,7859.48
3631,59.2478,4.98608,-0.0135637,0.0191159,7917.29
3632,59.2484,4.98568,-0.0126673,0.0190185,7974.74
3633,59.249,4.98529,-0.0119174,0.018936,8030.25
3634,59.2496,4.98493,-0.0111662,0.0188536,8084.14
3635,59.2503,4.98451,-0.0126043,0.0204615,8144.3
3636,59.251,4.98404,-0.0144882,0.0224088,8212.35
3637,59.2518,4.98349,-0.0163828,0.0243586,8289.51
3638,59.2527,4.98278,-0.0211429,0.0277165,8389.55
3639,59.2538,4.9819,-0.0264881,0.0313516,8512.5
3640,59.2549,4.98087,-0.0318499,0.0349805,8647.8
3641,59.256,4.97981,-0.0327037,0.0351479,8763.43
3642,59.2572,4.97875,-0.0326457,0.0346179,8832.08
3643,59.2583,4.97771,-0.0325773,0.0340814,8844.42
3644,59.2594,4.97674,-0.0303334,0.0340241,8768.14
3645,59.2605,4.97585,-0.0276464,0.0340665,8618.26
3646,59.2616,4.97505,-0.0249509,0.0341115,8478.4
3647,59.2627,4.97424,-0.0249426,0.035641,8334.19
3648,59.264,4.97341,-0.0254668,0.0374669,8183.47
3649,59.2652,4.97257,-0.0259846,0.0392926,8030.2
3650,59.2666,4.97172,-0.0260687,0.0413268,7875.21
3651,59.268,4.97088,-0.0260665,0.0433932,7714.96
3652,59.2695,4.97003,-0.0260646,0.0454492,7552.79
3653,59.271,4.96916,-0.026938,0.0466716,7388.04
3654,59.2725,4.96825,-0.0279908,0.0477245,7216.89
3655,59.2741,4.96731,-0.0290488,0.0487735,7047.18
3656,59.2757,4.9664,-0.0282135,0.047925,6881.95
3657,59.2772,4.96553,-0.0269914,0.0466941,6721.25
3658,59.2787,4.9647,-0.0257608,0.0454594,6573.08
3659,59.2802,4.9639,-0.0249121,0.0466759,6424.95
3660,59.2818,4.96312,-0.0241406,0.0483854,6279.03
3661,59.2834,4.96236,-0.0233697,0.0500973,6138.93
3662,59.285,4.96156,-0.0244862,0.0502125,5993.13
3663,59.2866,4.96071,-0.0259835,0.0500177,5850.39
3664,59.2882,4.95981,-0.0274856,0.0498336,5704.64
3665,59.2898,4.95886,-0.0291538,0.0492768,5554.28
3666,59.2914,4.95786,-0.0308774,0.0486476,5408.41
3667,59.293,4.9568,-0.0326263,0.0480217,5256.1
3668,59.2945,4.95574,-0.0328365,0.0471697,5109.67
3669,59.296,4.95468,-0.0327422,0.046272,4970.54
3670,59.296,4.95314,-0.0327011,0.045443,4800.61
3671,59.296,4.95156,-0.0336328,0.0444497,4627.52
3672,59.296,4.94995,-0.0347644,0.043417,4450.54
3673,59.296,4.9483,-0.0359023,0.0423767,4269.46
3674,59.296,4.94656,-0.0380206,0.041694,4079.95
3675,59.296,4.94474,-0.0403474,0.0410825,3880.99
3676,59.296,4.94284,-0.0426893,0.0404693,3673.1
3677,59.296,4.94081,-0.0458698,0.0386866,3452.63
3678,59.296,4.93866,-0.0492334,0.0366553,3219.29
3679,59.296,4.93639,-0.0526165,0.0346065,2973.75
3680,59.296,4.93416,-0.0522909,0.0331412,2734.02
3681,59.296,4.932,-0.0512196,0.031789,2502.96
3682,59.296,4.92991,-0.0501448,0.0304304,2281.66
3683,59.296,4.92771,-0.0533019,0.0321608,2050.44
3684,59.296,4.92538,-0.0573166,0.0345102,1810.25
3685,59.296,4.92291,-0.0613445,0.0368599,1558.5
3686,59.296,4.92029,-0.0658306,0.0374638,1309.16
3687,59.296,4.91752,-0.0704575,0.0377199,1065.07
3688,59.296,4.91461,-0.0751426,0.0379776,833.825
3689,59.296,4.91163,-0.0781963,0.0369424,722.577
3690,59.296,4.90858,-0.0810007,0.0356466,622.456
3691,59.296,4.90547,-0.0838986,0.0343487,488.883
3692,59.296,4.90251,-0.0808396,0.0320978,249.66
3693,59.296,4.89975,-0.076506,0.0296412,214.94
3694,59.296,4.89718,-0.0720953,0.0271688,220.824
3695,59.296,4.89466,-0.0712195,0.0260737,240.808
3696,59.296,4.89218,-0.0710567,0.0252607,154.669
3697,59.296,4.89157,-0.0706398,0.0244399,118.142
3698,59.296,4.89157,-0.0681928,0.0239718,118.138
3699,59.296,4.89157,-0.0653565,0.0235747,118.138
3700,59.296,4.89157,-0.0625198,0.0231775,118.138
3701,59.296,4.89157,-0.061001,0.0232508,118.138
3702,59.296,4.89157,-0.0597456,0.0234182,118.138
3703,59.296,4.89157,-0.0584902,0.023586,118.138
3704,59.296,4.89157,-0.0556709,0.0239257,118.138
3705,59.296,4.89157,-0.052539,0.0243001,118.138
3706,59.296,4.89157,-0.0494074,0.0246747,118.138
3707,59.296,4.89157,-0.0467966,0.0243435,118.138
3708,59.296,4.89157,-0.04429,0.023871,118.138
3709,59.296,4.89157,-0.0417835,0.0233984,118.138
3710,59.296,4.89157,-0.042502,0.0241837,118.138
3711,59.296,4.89157,-0.0438653,0.0252204,118.138
3712,59.296,4.89157,-0.0452283,0.0262568,118.138
3713,59.296,4.89157,-0.0426084,0.0243601,118.138
3714,59.296,4.89157,-0.0391918,0.0218767,118.138
3715,59.296,4.89157,-0.0357752,0.0193935,118.138
3716,59.296,4.8913,-0.0307334,0.0169106,102.274
3717,59.296,4.8913,-0.0253491,0.014426,102.269
3718,59.296,4.8913,-0.0199651,0.0119418,102.269
3719,59.296,4.8913,-0.0166791,0.0106102,102.269
3720,59.296,4.8913,-0.0138127,0.00950909,102.269
3721,59.296,4.8913,-0.0109465,0.0084079,102.269
3722,59.296,4.8913,-0.0101922,0.00825681,102.269
3723,59.296,4.8913,-0.0098601,0.00829553,102.269
3724,59.296,4.8913,-0.00952788,0.00833404,102.269
3725,59.296,4.8913,-0.01407,0.00955451,102.269
3726,59.296,4.8913,-0.0195869,0.0110112,102.269
3727,59.296,4.8913,-0.0251037,0.0124678,102.269
3728,59.296,4.8913,-0.0313441,0.0134264,102.269
3729,59.296,4.8913,-0.0377295,0.0142856,102.269
3730,59.296,4.8913,-0.0441149,0.0151451,102.269
3731,59.296,4.8913,-0.0527057,0.0190059,102.269
3732,59.296,4.8913,-0.0617375,0.0234672,102.269
3733,59.296,4.8913,-0.0707694,0.0279284,102.269
3734,59.296,4.8913,-0.071515,0.0269908,102.269
3735,59.296,4.8913,-0.0706031,0.0249731,102.269
3736,59.296,4.8913,-0.069691,0.0229553,102.269
3737,59.296,4.8913,-0.0687282,0.0231509,102.269
3738,59.296,4.8913,-0.0677552,0.0237892,102.269
3739,59.296,4.8913,-0.0667821,0.0244276,102.269
3740,59.296,4.8913,-0.0623857,0.0229323,102.269
3741,59.296,4.8913,-0.0573047,0.0210102,102.269
3742,59.296,4.8913,-0.0522239,0.0190884,102.269
3743,59.296,4.8913,-0.0496397,0.0185809,102.269
3744,59.296,4.8913,-0.047555,0.0183561,102.269
3745,59.296,4.8913,-0.0454702,0.0181312,102.269
3746,59.296,4.8913,-0.0419196,0.017675,102.269
3747,59.296,4.8913,-0.0380756,0.0171724,102.269
3748,59.296,4.8913,-0.0342314,0.0166696,102.269
3749,59.296,4.8913,-0.0316913,0.0162023,102.269
3750,59.296,4.8913,-0.0294119,0.0157422,102.269
3751,59.296,4.8913,-0.0271324,0.0152822,102.269
3752,59.296,4.8913,-0.0278704,0.0153825,102.269
3753,59.296,4.8913,-0.0292119,0.0155952,102.269
3754,59.296,4.8913,-0.0305538,0.015808,102.269
3755,59.296,4.8913,-0.0373378,0.0172654,102.269
3756,59.296,4.8913,-0.0452104,0.0189715,102.269
3757,59.296,4.8913,-0.0530831,0.0206772,102.269
3758,59.296,4.8913,-0.0581864,0.0209843,102.269
3759,59.296,4.8913,-0.0627357,0.0210114,102.269
3760,59.296,4.8913,-0.0672848,0.0210384,102.269
3761,59.296,4.8913,-0.0659917,0.0206794,102.269
3762,59.296,4.8913,-0.06353,0.0202433,102.269
3763,59.296,4.8913,-0.0610682,0.0198076,102.269
3764,59.296,4.8913,-0.056212,0.0198062,102.269
3765,59.296,4.8913,-0.050877,0.0198919,102.269
3766,59.296,4.8913,-0.0455422,0.019978,102.269
3767,59.296,4.8913,-0.0409551,0.0195911,102.269
3768,59.296,4.8913,-0.0365177,0.0191097,102.269
3769,59.296,4.8913,-0.0320804,0.018628,102.269
3770,59.296,4.8913,-0.0293079,0.0177586,102.269
3771,59.296,4.8913,-0.0268681,0.0168113,102.269
3772,59.296,4.8913,-0.0244282,0.0158635,102.269
3773,59.296,4.8913,-0.0226174,0.0151991,102.269
3774,59.296,4.8913,-0.0209321,0.0145912,102.269
3775,59.296,4.8913,-0.0192466,0.0139835,102.269
3776,59.296,4.8913,-0.0181666,0.0136083,102.269
3777,59.296,4.8913,-0.0172076,0.01328,102.269
3778,59.296,4.8913,-0.0162486,0.0129522,102.269
3779,59.296,4.8913,-0.0160363,0.0137212,102.269
3780,59.296,4.8913,-0.0159736,0.0147099,102.269
3781,59.296,4.8913,-0.0159113,0.0156987,102.269
3782,59.296,4.8913,-0.0158351,0.0152376,102.269
3783,59.296,4.8913,-0.0157562,0.0144861,102.269
3784,59.296,4.8913,-0.0156771,0.013734,102.269
3785,59.296,4.8913,-0.015483,0.0131917,102.269
3786,59.296,4.8913,-0.0152657,0.0126915,102.269
3787,59.296,4.8913,-0.0150483,0.0121912,102.269
3788,59.296,4.8913,-0.0148639,0.0118308,102.269
3789,59.296,4.8913,-0.014686,0.0114985,102.269
3790,59.296,4.8913,-0.0145081,0.0111664,102.269
3791,59.296,4.8913,-0.0143896,0.0109728,102.269
3792,59.296,4.8913,-0.014283,0.0108071,102.269
3793,59.296,4.8913,-0.0141766,0.0106417,102.269
3794,59.296,4.8913,-0.0140731,0.0105175,102.269
3795,59.296,4.8913,-0.0139702,0.0104015,102.269
3796,59.296,4.8913,-0.0138673,0.0102851,102.269
3797,59.296,4.8913,-0.0136635,0.0101593,102.269
3798,59.296,4.8913,-0.0134392,0.0100314,102.269
3799,59.296,4.8913,-0.0132148,0.00990351,102.269
3800,59.296,4.8913,-0.0117179,0.0114631,102.269
3801,59.296,4.8913,-0.00996655,0.0133604,102.269
3802,59.296,4.8913,-0.00821533,0.015258,102.269
3803,59.296,4.8913,-0.00789467,0.0149471,102.269
3804,59.296,4.8913,-0.00786036,0.0141945,102.269
3805,59.296,4.8913,-0.00782626,0.0134416,102.269
3806,59.296,4.8913,-0.0079263,0.012385,102.269
3807,59.296,4.8913,-0.00805312,0.0112673,102.269
3808,59.296,4.8913,-0.00817981,0.0101494,102.269
3809,59.296,4.8913,-0.00823507,0.00941497,102.269
3810,59.296,4.8913,-0.00827587,0.00875721,102.269
3811,59.296,4.8913,-0.00831644,0.00809952,102.269
3812,59.296,4.8913,-0.00828892,0.00767338,102.269
3813,59.296,4.8913,-0.00824777,0.0072938,102.269
3814,59.296,4.8913,-0.00820671,0.00691453,102.269
3815,59.296,4.8913,-0.00820123,0.0066653,102.269
3816,59.296,4.8913,-0.00820317,0.00644216,102.269
3817,59.296,4.8913,-0.00820542,0.00621905,102.269
3818,59.296,4.8913,-0.00829994,0.00595334,102.269
3819,59.296,4.8913,-0.00841294,0.00567881,102.269
3820,59.296,4.8913,-0.0085259,0.0054039,102.269
3821,59.296,4.8913,-0.00858414,0.0053051,102.269
3822,59.296,4.8913,-0.00863113,0.0052413,102.269
3823,59.296,4.8913,-0.00867774,0.00517739,102.269
3824,59.296,4.8913,-0.00855348,0.00503696,102.269
3825,59.296,4.8913,-0.00839484,0.00488164,102.269
3826,59.296,4.8913,-0.00823612,0.0047268,102.269
3827,59.296,4.8913,-0.00807781,0.00456862,102.269
3828,59.296,4.8913,-0.00791986,0.00441005,102.269
3829,59.296,4.8913,-0.0077623,0.00425171,102.269
3830,59.296,4.8913,-0.00761149,0.00418895,102.269
3831,59.296,4.8913,-0.00746234,0.00414508,102.269
3832,59.296,4.8913,-0.00731342,0.00410082,102.269
3833,59.296,4.8913,-0.00714822,0.00399243,102.269
3834,59.296,4.8913,-0.00697947,0.00387063,102.269
3835,59.296,4.8913,-0.00681023,0.00374831,102.269
3836,59.296,4.8913,-0.0065086,0.00359528,102.269
3837,59.296,4.8913,-0.0061801,0.00343635,102.269
3838,59.296,4.8913,-0.00585126,0.0032779,102.269
3839,59.296,4.89129,-0.000261892,0.00176928,101.729
3840,59.296,4.89151,0.00637758,-8.36103e-06,114.896
3841,59.296,4.89197,0.0130059,-0.00178209,141.794
3842,59.296,4.89266,0.0199947,-0.00318082,183.231
3843,59.296,4.89361,0.0270395,-0.00449397,239.48
3844,59.296,4.8948,0.0340599,-0.00579103,239.703
3845,59.296,4.8963,0.042418,-0.00955452,227.799
3846,59.296,4.89811,0.051008,-0.0137684,214.94
3847,59.296,4.90025,0.059548,-0.0179222,214.94
3848,59.296,4.90258,0.0643887,-0.0168041,255.363
3849,59.296,4.90509,0.0684891,-0.014638,458.313
3850,59.296,4.90778,0.0725832,-0.0124714,598.309
3851,59.296,4.91052,0.0729636,-0.0107265,681.712
3852,59.296,4.91328,0.0726205,-0.00908086,783.365
3853,59.296,4.91606,0.0722986,-0.0074523,948.935
3854,59.296,4.91878,0.0697218,-0.00406984,1165.59
3855,59.296,4.92142,0.0667101,-0.000367116,1416.6
3856,59.296,4.92397,0.0637184,0.00330096,1666.45
3857,59.296,4.92641,0.0603786,0.00618294,1915.74
3858,59.296,4.92875,0.0569702,0.0088812,2159.35
3859,59.296,4.93097,0.0535661,0.0115481,2393.18
3860,59.296,4.93336,0.0567494,0.0106187,2647.71
3861,59.296,4.93596,0.0612014,0.00898526,2927.01
3862,59.296,4.93879,0.0655936,0.00736641,3233.19
3863,59.296,4.94176,0.0676853,0.00640137,3555.63
3864,59.296,4.94485,0.0693112,0.00557698,3892.4
3865,59.296,4.94806,0.0709223,0.00476604,4244.17
3866,59.296,4.95133,0.0707249,0.00548049,4602.45
3867,59.296,4.95463,0.0701969,0.00648323,4965.41
3868,59.2962,4.95716,0.0697354,0.00746191,5240.72
3869,59.2965,4.95944,0.0700786,0.0106162,5486.43
3870,59.297,4.96173,0.0705718,0.014193,5732.97
3871,59.2976,4.96405,0.071058,0.0177527,5981.62
3872,59.2983,4.96647,0.0741391,0.0218641,6244
3873,59.2992,4.969,0.0776966,0.0260694,6521.73
3874,59.3002,4.97165,0.0812032,0.0302522,6810.93
3875,59.3012,4.97432,0.0822497,0.0322949,7103.76
3876,59.3023,4.97701,0.0828075,0.0339017,7400.51
3877,59.3035,4.97972,0.0833632,0.0354965,7705.98
3878,59.3047,4.9825,0.0852881,0.0367804,7946.96
3879,59.3059,4.98535,0.0874462,0.0379801,7993.08
3880,59.3072,4.98826,0.089558,0.0391531,7701.4
3881,59.3086,4.99121,0.0906285,0.0414688,7396.27
3882,59.31,4.99419,0.0914784,0.0439796,7084.18
